0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
1.898835728872841554e-06 3.578091589316824694e-01 1.000000000000000000e+00
1.898835728872841554e-06 3.740262364497453085e-01 9.999998807907104492e-01
5.696507186618524663e-06 4.737429415023076684e-01 9.999998211860656738e-01
5.696507186618524663e-06 4.976591473204097782e-01 9.999997615814208984e-01
5.696507186618524663e-06 5.170183055986440346e-01 9.999997019767761230e-01
5.696507186618524663e-06 5.238061249212092596e-01 9.999996423721313477e-01
5.696507186618524663e-06 5.261233529334297110e-01 9.999995827674865723e-01
5.696507186618524663e-06 9.483157622775385542e-01 9.999995231628417969e-01
5.696507186618524663e-06 9.495542980307080105e-01 9.999994635581970215e-01
7.595342915491366218e-06 9.539851797937717315e-01 9.999994039535522461e-01
7.595342915491366218e-06 9.544531492686908480e-01 9.999993443489074707e-01
7.595342915491366218e-06 9.570166770045530624e-01 9.999992847442626953e-01
7.595342915491366218e-06 9.577002844007829196e-01 9.999992251396179199e-01
7.595342915491366218e-06 9.596777193248773319e-01 9.999991655349731445e-01
7.595342915491366218e-06 9.609449062703888655e-01 9.999990463256835938e-01
7.595342915491366218e-06 9.615194380747202896e-01 9.999989867210388184e-01
7.595342915491366218e-06 9.625981303337712847e-01 9.999989271163940430e-01
7.595342915491366218e-06 9.626066754262241343e-01 9.999988675117492676e-01
7.595342915491366218e-06 9.630635865462042755e-01 9.999988079071044922e-01
7.595342915491366218e-06 9.632877695599679768e-01 9.999987483024597168e-01
7.595342915491366218e-06 9.637512151624120227e-01 9.999986886978149414e-01
7.595342915491366218e-06 9.638135440720683178e-01 9.999986290931701660e-01
7.595342915491366218e-06 9.645544538529822187e-01 9.999985694885253906e-01
7.595342915491366218e-06 9.647238477445480020e-01 9.999985098838806152e-01
7.595342915491366218e-06 9.655783569898354068e-01 9.999984502792358398e-01
7.595342915491366218e-06 9.656411885519888827e-01 9.999983906745910645e-01
7.595342915491366218e-06 9.659860081650871733e-01 9.999983310699462891e-01
7.595342915491366218e-06 9.660387866772961463e-01 9.999982714653015137e-01
7.595342915491366218e-06 9.664926818822928700e-01 9.999982118606567383e-01
7.595342915491366218e-06 9.668450412828496487e-01 9.999980926513671875e-01
7.595342915491366218e-06 9.669561274847369159e-01 9.999980330467224121e-01
7.595342915491366218e-06 9.674105253422309314e-01 9.999979734420776367e-01
7.595342915491366218e-06 9.675236221541072545e-01 9.999978542327880859e-01
7.595342915491366218e-06 9.676387295759724116e-01 9.999977946281433105e-01
7.595342915491366218e-06 9.681534457331337773e-01 9.999977350234985352e-01
7.595342915491366218e-06 9.683218343197050881e-01 9.999976754188537598e-01
7.595342915491366218e-06 9.684394550040563709e-01 9.999976158142089844e-01
7.595342915491366218e-06 9.684957520837459422e-01 9.999975562095642090e-01
7.595342915491366218e-06 9.687822640071658276e-01 9.999974966049194336e-01
7.595342915491366218e-06 9.691260783152696456e-01 9.999973773956298828e-01
7.595342915491366218e-06 9.692929589443493033e-01 9.999973177909851074e-01
7.595342915491366218e-06 9.694095743237062246e-01 9.999972581863403320e-01
7.595342915491366218e-06 9.694693899708762830e-01 9.999971985816955566e-01
7.595342915491366218e-06 9.696985995096122357e-01 9.999971389770507812e-01
7.595342915491366218e-06 9.698132042789802121e-01 9.999969005584716797e-01
7.595342915491366218e-06 9.698700040111669640e-01 9.999967813491821289e-01
7.595342915491366218e-06 9.699273063958508967e-01 9.999967217445373535e-01
7.595342915491366218e-06 9.700419111652188731e-01 9.999966621398925781e-01
7.595342915491366218e-06 9.701560132820895577e-01 9.999965429306030273e-01
7.595342915491366218e-06 9.702696127464630615e-01 9.999964833259582520e-01
9.494178644364208619e-06 9.702696127464630615e-01 9.999964237213134766e-01
9.494178644364208619e-06 9.703264124786498135e-01 9.999963045120239258e-01
9.494178644364208619e-06 9.703837148633338572e-01 9.999962449073791504e-01
9.494178644364208619e-06 9.707230052989626046e-01 9.999960660934448242e-01
9.494178644364208619e-06 9.708406259833139984e-01 9.999959468841552734e-01
9.494178644364208619e-06 9.710723487845359658e-01 9.999958276748657227e-01
9.494178644364208619e-06 9.711231166867559939e-01 9.999957680702209473e-01
9.494178644364208619e-06 9.712975371032940286e-01 9.999957084655761719e-01
9.494178644364208619e-06 9.714116392201648242e-01 9.999955892562866211e-01
9.494178644364208619e-06 9.714151577876454224e-01 9.999954700469970703e-01
9.494178644364208619e-06 9.715262439895328006e-01 9.999954104423522949e-01
9.494178644364208619e-06 9.715775145442500094e-01 9.999951720237731934e-01
9.494178644364208619e-06 9.719258527248288981e-01 9.999951124191284180e-01
9.494178644364208619e-06 9.719826524570156501e-01 9.999950528144836426e-01
9.494178644364208619e-06 9.723742187523561897e-01 9.999949932098388672e-01
9.494178644364208619e-06 9.724973686141770157e-01 9.999948740005493164e-01
9.494178644364208619e-06 9.725617081338221448e-01 9.999947547912597656e-01
9.494178644364208619e-06 9.726732969882068147e-01 9.999946951866149902e-01
9.494178644364208619e-06 9.727853884950885544e-01 9.999946355819702148e-01
9.494178644364208619e-06 9.728894375620147361e-01 9.999945759773254395e-01
9.494178644364208619e-06 9.730120847713383814e-01 9.999945163726806641e-01
9.494178644364208619e-06 9.730693871560223140e-01 9.999943971633911133e-01
9.494178644364208619e-06 9.731804733579096922e-01 9.999941587448120117e-01
9.494178644364208619e-06 9.732412943100742231e-01 9.999940991401672363e-01
9.494178644364208619e-06 9.799265725232049196e-01 9.999940395355224609e-01
9.494178644364208619e-06 9.800336375051145188e-01 9.999939799308776855e-01
9.494178644364208619e-06 9.802055446591664278e-01 9.999939203262329102e-01
9.494178644364208619e-06 9.802698841788115569e-01 9.999938607215881348e-01
9.494178644364208619e-06 9.803870022106656590e-01 9.999936819076538086e-01
9.494178644364208619e-06 9.803905207781462572e-01 9.999936223030090332e-01
9.494178644364208619e-06 9.806061586994569979e-01 9.999935626983642578e-01
9.494178644364208619e-06 9.806131958344181943e-01 9.999934434890747070e-01
9.494178644364208619e-06 9.807278006037861706e-01 9.999932050704956055e-01
9.494178644364208619e-06 9.808992051053408989e-01 9.999930858612060547e-01
9.494178644364208619e-06 9.809549995325331784e-01 9.999930262565612793e-01
9.494178644364208619e-06 9.809565074900248316e-01 9.999929666519165039e-01
9.494178644364208619e-06 9.810138098747088753e-01 9.999928474426269531e-01
9.494178644364208619e-06 9.811279119915795599e-01 9.999926090240478516e-01
9.494178644364208619e-06 9.811309279065629774e-01 9.999925494194030762e-01
9.494178644364208619e-06 9.811852143762634926e-01 9.999924898147583008e-01
9.494178644364208619e-06 9.813053483231010121e-01 9.999923706054687500e-01
9.494178644364208619e-06 9.813571215303155126e-01 9.999923110008239746e-01
9.494178644364208619e-06 9.816436334537353980e-01 9.999908208847045898e-01
9.494178644364208619e-06 9.817582382231032634e-01 9.999905824661254883e-01
9.494178644364208619e-06 9.819296427246579917e-01 9.999899864196777344e-01
9.494178644364208619e-06 9.820432421890314956e-01 9.999898672103881836e-01
9.494178644364208619e-06 9.820482687140037470e-01 9.999895691871643066e-01
9.494178644364208619e-06 9.821005445737155393e-01 9.999895095825195312e-01
9.494178644364208619e-06 9.821573443059022912e-01 9.999893903732299805e-01
9.494178644364208619e-06 9.821578469583994719e-01 9.999893307685852051e-01
9.494178644364208619e-06 9.822724517277674483e-01 9.999889135360717773e-01
9.494178644364208619e-06 9.823272408499652553e-01 9.999883770942687988e-01
9.494178644364208619e-06 9.823297541124513810e-01 9.999883174896240234e-01
9.494178644364208619e-06 9.825589636511873337e-01 9.999879598617553711e-01
9.494178644364208619e-06 9.826273243908103527e-01 9.999877214431762695e-01
9.494178644364208619e-06 9.829022753067939711e-01 9.999876618385314941e-01
9.494178644364208619e-06 9.830163774236646557e-01 9.999876022338867188e-01
1.139301437323704933e-05 9.830696585883708094e-01 9.999874830245971680e-01
1.139301437323704933e-05 9.830736798083486994e-01 9.999874234199523926e-01
1.139301437323704933e-05 9.833023866945873603e-01 9.999873638153076172e-01
1.139301437323704933e-05 9.835868880080183008e-01 9.999872446060180664e-01
1.139301437323704933e-05 9.835888986180072457e-01 9.999871253967285156e-01
1.139301437323704933e-05 9.837030007348779304e-01 9.999868869781494141e-01
1.139301437323704933e-05 9.837603031195619741e-01 9.999865293502807617e-01
1.139301437323704933e-05 9.838744052364326587e-01 9.999864101409912109e-01
1.139301437323704933e-05 9.841573985923719459e-01 9.999862909317016602e-01
